Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=1521948119&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fchuteiras%2Fmasculino%3Fmi%3Dhm_ger_mntop_H-CAL-calcados-chuteiras%26psn%3DMenu_Top&dp=%2Fchuteiras%2Fmasculino%3Fmi%3Dhm_ger_mntop_H-CAL-calcados-chuteiras%26psn%3DMenu_Top%26nsCat%3DArtificial&ul=pt-br&de=UTF-8&dt=Chuteiras%20Masculinas%20em%20Oferta%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1680x925&je=0&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248395696&_u=AAECAAABSAAAiCAAI~&jid=1655857734&gjid=477629695&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_r=1&_slc=1&cd16=%2Fchuteiras%2Fmasculino&cd17=%2Fchuteiras%2Fmasculino&cd18=&cd19=&cd22=1605&cd23=https%3A%2F%2Fwww.netshoes.com.br%2F%3Fgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%26amp%3Bgclsrc%3Daw.ds&cd43=&z=259856899-1,508",1,75,75,75,0.00,0.000%,13.33333,8.14,19.24,625.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=894631&ck=1&ref=https://www.netshoes.com.br/-1,511",1,201,201,201,0.00,0.000%,4.97512,1.98,3.59,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=892020&ck=1&ref=https://www.netshoes.com.br/-1,510",1,198,198,198,0.00,0.000%,5.05051,2.01,5.81,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=115449&ck=1&ref=https://www.netshoes.com.br/bones&pve=1-1,495",1,197,197,197,0.00,0.000%,5.07614,2.02,42.36,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=116496&ck=1&ref=https://www.netshoes.com.br/bones-1,494",1,197,197,197,0.00,0.000%,5.07614,2.02,11.43,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=137619&ck=1&ref=https://www.netshoes.com.br/busca/infantil-avengers&pve=1-1,515",1,213,213,213,0.00,0.000%,4.69484,1.87,40.71,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/KVH-0024-138/lazy-1,522",1,24,24,24,0.00,0.000%,41.66667,29.99,28.56,737.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/87Z-0498-006/lazy-1,519",1,22,22,22,0.00,0.000%,45.45455,32.76,31.16,738.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /generate_204-1,514",1,30,30,30,0.00,0.000%,33.33333,9.77,15.07,300.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=154885&ck=1&ref=https://www.netshoes.com.br/busca/infantil-avengers-1,523",1,199,199,199,0.00,0.000%,5.02513,2.00,12.31,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,520",1,241,241,241,0.00,0.000%,4.14938,3.40,4.92,838.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,517",1,165,165,165,0.00,0.000%,6.06061,4.95,7.21,836.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/pixel-1,521",1,166,166,166,0.00,0.000%,6.02410,4.92,8.53,836.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,524",1,163,163,163,0.00,0.000%,6.13497,5.00,7.32,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,518",1,159,159,159,0.00,0.000%,6.28931,5.13,7.39,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2019/07/24/5d388cae9a2f2.png-1,512",1,413,413,413,0.00,0.000%,2.42131,11.66,1.00,4932.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2019/07/24/5d388cae9a2f2.png-1,513",1,378,378,378,0.00,0.000%,2.64550,12.73,1.09,4926.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,516",1,159,159,159,0.00,0.000%,6.28931,5.13,7.51,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/FB8-1994-078/lazy-1,526",1,46,46,46,0.00,0.000%,21.73913,18.02,15.09,849.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/FB8-1987-078/lazy-1,527",1,16,16,16,0.00,0.000%,62.50000,52.00,43.40,852.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /frdmprcsts/HZM-0953-172/lazy-1,528",1,15,15,15,0.00,0.000%,66.66667,55.47,46.29,852.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=1390793279.1667239669&jid=1655857734&gjid=477629695&_gid=1792884466.1667239669&_u=AAECAAAASAAAiCAAI~&z=1594847562-1,525",1,65,65,65,0.00,0.000%,15.38462,10.55,9.56,702.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /metadata-1,532",1,34,34,34,0.00,0.000%,29.41176,57.96,95.59,2018.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,529",1,151,151,151,0.00,0.000%,6.62252,5.40,8.04,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/sodar-1,531",1,70,70,70,0.00,0.000%,14.28571,7.65,21.76,548.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,533",1,160,160,160,0.00,0.000%,6.25000,5.10,7.54,835.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /getconfig/sodar-1,536",1,88,88,88,0.00,0.000%,11.36364,130.59,5.28,11768.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=911387&ck=1&ref=https://www.netshoes.com.br/recommendations-1,530",1,193,193,193,0.00,0.000%,5.18135,2.06,5.07,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /1/32cd0417b6-1,535",1,208,208,208,0.00,0.000%,4.80769,2.91,4.39,620.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/monitor-1,537",1,387,387,387,0.00,0.000%,2.58398,2.11,3.17,838.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /api/v2/pixel-1,534",1,170,170,170,0.00,0.000%,5.88235,4.80,8.45,836.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,539",1,86,86,86,0.00,0.000%,11.62791,7.70,6.20,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,538",1,87,87,87,0.00,0.000%,11.49425,7.61,6.10,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/sodar-1,547",1,73,73,73,0.00,0.000%,13.69863,7.33,6.37,548.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=938856&ck=1&ref=https://www.netshoes.com.br/recommendations-1,544",1,192,192,192,0.00,0.000%,5.20833,2.07,5.10,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=178125&ck=1&ref=https://www.netshoes.com.br/bones-1,567",1,180,180,180,0.00,0.000%,5.55556,2.21,4.80,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=177113&ck=1&ref=https://www.netshoes.com.br/bones-1,572",1,188,188,188,0.00,0.000%,5.31915,2.11,9.03,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=937881&ck=1&ref=https://www.netshoes.com.br/recommendations-1,555",1,193,193,193,0.00,0.000%,5.18135,2.06,5.07,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,552",1,33,33,33,0.00,0.000%,30.30303,13.67,73.42,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,553",1,18,18,18,0.00,0.000%,55.55556,25.99,111.87,479.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jsdata?-1,546",1,18,18,18,0.00,0.000%,55.55556,25.07,134.98,462.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,556",1,22,22,22,0.00,0.000%,45.45455,26.72,69.78,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,558",1,13,13,13,0.00,0.000%,76.92308,45.22,83.53,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /generate_204-1,543",1,51,51,51,0.00,0.000%,19.60784,5.74,8.87,300.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,554",1,14,14,14,0.00,0.000%,71.42857,41.99,109.38,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,557",1,14,14,14,0.00,0.000%,71.42857,41.99,167.34,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,559",1,14,14,14,0.00,0.000%,71.42857,41.99,112.37,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pushnews-sw.js-1,540",1,37,37,37,0.00,0.000%,27.02703,25.47,13.14,965.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,550",1,24,24,24,0.00,0.000%,41.66667,14.53,43.33,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,551",1,15,15,15,0.00,0.000%,66.66667,23.24,57.42,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,541",1,15,15,15,0.00,0.000%,66.66667,23.24,62.24,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /tr/-1,549",1,17,17,17,0.00,0.000%,58.82353,20.51,46.53,357.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /oct.js-1,545",1,89,89,89,0.00,0.000%,11.23596,174.62,4.29,15914.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /__utm.gif-1,560",1,51,51,51,0.00,0.000%,19.60784,11.53,20.91,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,562",1,127,127,127,0.00,0.000%,7.87402,6.59,3.30,857.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /adsid/integrator.js-1,564",1,167,167,167,0.00,0.000%,5.98802,7.37,2.53,1261.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /94f77506-25ad-493e-8719-4d2bb5aa5625.json-1,542",1,398,398,398,0.00,0.000%,2.51256,7.31,1.22,2981.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /p/action/4033370.js-1,561",1,222,222,222,0.00,0.000%,4.50450,3.31,1.73,753.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,548",1,142,142,142,0.00,0.000%,7.04225,5.61,6.49,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /action/0-1,574",1,138,138,138,0.00,0.000%,7.24638,5.77,3.07,816.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /js/loadbee_integration.js-1,565",1,116,116,116,0.00,0.000%,8.62069,95.96,3.39,11399.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /114782.ct.js-1,573",1,69,69,69,0.00,100.000%,14.49275,21.64,0.00,1529.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /J2fgOoxHyBuD8FddqPVw.js-1,576",1,80,80,80,0.00,0.000%,12.50000,30.54,4.96,2502.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /uoltm.js-1,571",1,29,29,29,0.00,0.000%,34.48276,765.12,13.34,22721.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i18n/pixel/events.js-1,569",1,257,257,257,0.00,0.000%,3.89105,194.87,1.66,51284.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /static/postmediator-1,580",1,79,79,79,0.00,0.000%,12.65823,15.29,6.43,1237.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /showcase-1,563",1,415,415,415,0.00,0.000%,2.40964,5.23,3.29,2223.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /pagead/viewthroughconversion/1066460180/-1,575",1,132,132,132,0.00,0.000%,7.57576,16.51,11.93,2231.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /get.php-1,577",1,195,195,195,0.00,0.000%,5.12821,2.60,2.17,519.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gampad/ads-1,566",1,653,653,653,0.00,0.000%,1.53139,16.28,3.37,10886.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /box/CheckActiveAccount-1,568",1,575,575,575,0.00,0.000%,1.73913,0.74,0.75,438.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /gtm.js-1,579",1,183,183,183,0.00,0.000%,5.46448,333.98,2.24,62586.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bcbszqrxcqd-1,570",1,1353,1353,1353,0.00,0.000%,.73910,1.11,0.72,1542.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /v5/recommend/all-1,578",1,609,609,609,0.00,0.000%,1.64204,53.32,5.24,33254.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=70015&ck=1&ref=https://www.netshoes.com.br/botas/masculino&pve=1-1,581",1,218,218,218,0.00,0.000%,4.58716,1.82,35.95,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=71056&ck=1&ref=https://www.netshoes.com.br/botas/masculino-1,582",1,195,195,195,0.00,0.000%,5.12821,2.04,11.80,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=67583&ck=1&ref=https://www.netshoes.com.br/botas/feminino&pve=1-1,583",1,212,212,212,0.00,0.000%,4.71698,1.87,84.31,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01M&rst=68640&ck=1&ref=https://www.netshoes.com.br/botas/feminino-1,584",1,183,183,183,0.00,0.000%,5.46448,2.17,24.23,407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /iev?entry=c~Gum.FirefoxSyncframe.FragmentData.onetag.Bundle.Origin.3~1&entry=c~Gum.FirefoxSyncframe.SidReadSuccess~1&entry=h~Gum.FirefoxSyncframe.SidReadSuccessDuration~143-1,585",1,430,430,430,0.00,0.000%,2.32558,0.78,1.51,342.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /v1/tiles-1,586",1,251,251,251,0.00,0.000%,3.98406,4.95,1.39,1271.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,587",1,189,189,189,0.00,0.000%,5.29101,2.98,3.99,577.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /i/adsct-1,588",1,199,199,199,0.00,0.000%,5.02513,2.93,3.87,597.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?v=1&_v=j98&a=371494227&t=event&ni=0&cu=BRL&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbotas%2Ffeminino%3Fmi%3Dhm_ger_mntop_M-CAL-calcados-botas%26psn%3DMenu_Top&ul=pt-br&de=UTF-8&dt=Botas%20Femininas%20e%20Coturnos%20-%20Encontre%20Aqui%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&ec=Enhanced_Ecommerce&ea=Click_List&el=RCP-0105&_utma=25886882.1390793279.1667239669.1667239846.1667247510.2&_utmz=25886882.1667239846.1.1.utmgclid%3DEAIaIQobChMIzvrJwYOL-wIV6hXUAR2dkg_1EAAYASAAEgIA2fD_BwE%7Cutmgclsrc%3Daw.ds%7Cutmccn%3D(not%2520set)%7Cutmcmd%3D(not%2520set)&_utmht=1667248879470&_u=SCECAAILSAAAiCAMI~&jid=1529665677&gjid=1186373774&cid=1390793279.1667239669&tid=UA-1776034-5&_gid=1792884466.1667239669&_r=1&gtm=2wgaq0TKR935S&pal=%2Fbotas%2Ffeminino&pa=click&pr1id=RCP-0105&pr1nm=Bota%20Coturno%20Masculino%20Feminino%20em%20Couro%20Verde&pr1br=CLOM&pr1ca=Casual%20-%20Botas&pr1va=Verde%20Militar&pr1ps=1&pr1cd108=sem_cupom&pr1cd34=0%25&z=1274210225-1,589",1,76,76,76,0.00,0.000%,13.15789,8.01,18.46,623.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=1390793279.1667239669&jid=1529665677&gjid=1186373774&_gid=1792884466.1667239669&_u=SCECAAILSAAAiCAMI~&z=620423308-1,590",1,203,203,203,0.00,0.000%,4.92611,3.38,3.06,702.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,591",1,219,219,219,0.00,0.000%,4.56621,3.02,2.42,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /ads/ga-audiences-1,592",1,76,76,76,0.00,0.000%,13.15789,8.71,7.00,678.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /bota-coturno-masculino-feminino-em-couro-verde-verde+militar-RCP-0105-192-1,593",1,30,30,30,0.00,0.000%,33.33333,1330.34,21.32,40868.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/floating-button/desktop/floating-button.min.css-1,594",1,28,28,28,0.00,0.000%,35.71429,75.68,19.95,2170.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/stamp/all/product.min.css-1,595",1,16,16,16,0.00,0.000%,62.50000,85.88,33.08,1407.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/zoom/desktop/zoom.min.css-1,596",1,16,16,16,0.00,0.000%,62.50000,42.24,33.57,692.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/_behavior/photo-modal/all/photo-modal.min.css-1,597",1,17,17,17,0.00,0.000%,58.82353,86.28,32.28,1502.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_templates/personalization/form/all/form.min.css-1,598",1,16,16,16,0.00,0.000%,62.50000,130.74,33.75,2142.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/personalization/preview/desktop/preview.min.css-1,599",1,15,15,15,0.00,0.000%,66.66667,106.25,37.24,1632.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_templates/personalization/builder/builder-patch/all/builder-patch.min.css-1,600",1,15,15,15,0.00,0.000%,66.66667,136.65,37.70,2099.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_templates/personalization/desktop/personalization.min.css-1,601",1,16,16,16,0.00,0.000%,62.50000,110.11,34.36,1804.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/personalization/builder/builder-step/all/builder-step.min.css-1,602",1,16,16,16,0.00,0.000%,62.50000,89.78,35.77,1471.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/personalization/builder/slider/all/slider.min.css-1,604",1,15,15,15,0.00,0.000%,66.66667,64.13,37.37,985.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_templates/personalization/builder/all/builder.min.css-1,603",1,17,17,17,0.00,0.000%,58.82353,118.45,32.11,2062.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/personalization/builder/builder-amount/all/builder-amount.min.css-1,606",1,16,16,16,0.00,0.000%,62.50000,114.87,36.01,1882.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_templates/personalization/builder/builder-combo/all/builder-combo.min.css-1,607",1,15,15,15,0.00,0.000%,66.66667,94.92,37.70,1458.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/personalization/builder/builder-persona-hint/all/builder-persona-hint.min.css-1,608",1,16,16,16,0.00,0.000%,62.50000,84.17,36.74,1379.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/personalization/builder/builder-persona-price/all/builder-persona-price.min.css-1,609",1,15,15,15,0.00,0.000%,66.66667,89.58,39.32,1376.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product-template/desktop/product-template.min.css-1,610",1,16,16,16,0.00,0.000%,62.50000,109.62,34.55,1796.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/custom-content/all/custom-content.min.css-1,611",1,19,19,19,0.00,0.000%,52.63158,31.61,29.09,615.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/features/desktop/features.min.css-1,612",1,18,18,18,0.00,0.000%,55.55556,84.69,30.27,1561.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_themes/theme-1/product/desktop/index.min.css-1,614",1,16,16,16,0.00,0.000%,62.50000,88.50,33.57,1450.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/_behavior/pdp-ajax/all/pdp-ajax.min.css-1,615",1,17,17,17,0.00,0.000%,58.82353,82.26,31.94,1432.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /collect-1,613",1,13,13,13,0.00,0.000%,76.92308,45.22,106.30,602.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/rating/rating-box/all/rating-box.min.css-1,616",1,32,32,32,0.00,0.000%,31.25000,51.61,17.00,1691.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product/pre-sale/desktop/pre-sale.min.css-1,617",1,24,24,24,0.00,0.000%,41.66667,62.26,22.71,1530.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_templates/product/short-description/desktop/short-description.min.css-1,618",1,22,22,22,0.00,0.000%,45.45455,73.11,25.52,1647.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/seller/previews/desktop/preview.min.css-1,619",1,17,17,17,0.00,0.000%,58.82353,125.52,31.94,2185.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/product-template/desktop/product-template-info.min.css-1,620",1,15,15,15,0.00,0.000%,66.66667,116.86,37.17,1795.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_components/_behavior/photo-modal/all/photo-modal.min.js-1,621",1,15,15,15,0.00,0.000%,66.66667,93.36,34.77,1434.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_components/product/zoom/desktop/zoom.min.js-1,622",1,16,16,16,0.00,0.000%,62.50000,69.89,31.86,1145.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_components/product/floating-button/desktop/floating-button.min.js-1,623",1,18,18,18,0.00,0.000%,55.55556,72.32,29.51,1333.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/refactoring-css/_components/buytogether/all/buytogether.min.css-1,624",1,22,22,22,0.00,0.000%,45.45455,28.54,24.50,643.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_templates/personalization/form/all/form.min.js-1,625",1,25,25,25,0.00,0.000%,40.00000,81.56,20.51,2088.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /produtos/bota-coturno-feminino-tratorado-cm-calcados-salto-grosso-verniz-ou-napa-santorine-fosco/06/J7D-0013-006/J7D-0013-006_zoom2.jpg-1,605",1,42,42,42,0.00,0.000%,23.80952,186.87,14.58,8037.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_templates/personalization/desktop/personalization.min.js-1,627",1,49,49,49,0.00,0.000%,20.40816,24.21,10.66,1215.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_lib/ns/restrict-value.min.js-1,626",1,29,29,29,0.00,0.000%,34.48276,39.80,17.07,1182.0
"Cenario de testes 1 - Usuario Navegador:${ Servidor } : /2.49.8/netshoesbr/js/_templates/personalization/builder/all/builder.min.js-1,628",1,29,29,29,0.00,0.000%,34.48276,117.32,17.88,3484.0
