Rótulo,# Amostras,Média,Mín.,Máx.,Desvio Padrão,% de Erro,Vazão,KB/s,Sent KB/sec,Média de Bytes
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=1213219064&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dtop&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dtop&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=1306x443&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826155951&_u=AAECAEABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=undefined&cd17=undefined&z=1368014381-328,1,68,68,68,0.00,0.000%,14.70588,8.95,17.54,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=358803&ck=1&ref=https://www.netshoes.com.br/busca-327,1,193,193,193,0.00,0.000%,5.18135,2.06,4.81,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /plugins/ua/ec.js-329,1,23,23,23,0.00,0.000%,43.47826,82.97,17.11,1954.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /plugins/ua/ec.js-330,1,16,16,16,0.00,0.000%,62.50000,119.26,24.60,1954.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=407498043&t=pageview&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dmiddle&dp=%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dmiddle&ul=pt-br&de=UTF-8&sd=24-bit&sr=1680x1050&vp=1306x859&je=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826156616&_u=AAECAEABSAAAACAAI~&jid=&gjid=&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_slc=1&cd16=undefined&cd17=undefined&z=78250714-331,1,66,66,66,0.00,0.000%,15.15152,9.22,18.11,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-335,1,157,157,157,0.00,0.000%,6.36943,5.08,4.67,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-332,1,152,152,152,0.00,0.000%,6.57895,2.81,2.83,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-333,1,145,145,145,0.00,0.000%,6.89655,2.95,2.96,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-336,1,143,143,143,0.00,0.000%,6.99301,5.57,5.13,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-334,1,143,143,143,0.00,0.000%,6.99301,2.99,3.00,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-337,1,150,150,150,0.00,0.000%,6.66667,5.31,4.89,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/GetInitialData-338,1,145,145,145,0.00,0.000%,6.89655,13.61,5.20,2021.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/GetInitialData-339,1,148,148,148,0.00,0.000%,6.75676,13.34,5.09,2021.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/GetInitialData-340,1,140,140,140,0.00,0.000%,7.14286,14.10,5.36,2021.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /track/pageView-341,1,140,140,140,0.00,0.000%,7.14286,5.13,5.71,735.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /track/pageView-342,1,142,142,142,0.00,0.000%,7.04225,5.05,5.63,735.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /track/pageView-343,1,140,140,140,0.00,0.000%,7.14286,5.13,5.71,735.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-344,1,93,93,93,0.00,0.000%,10.75269,7.12,5.69,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /api/v2/client/sites/58506/visit-data?sv=5-345,1,1478,1478,1478,0.00,0.000%,.67659,0.28,0.44,429.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-347,1,22,22,22,0.00,0.000%,45.45455,26.72,44.48,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-346,1,15,15,15,0.00,0.000%,66.66667,39.19,65.17,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-348,1,16,16,16,0.00,0.000%,62.50000,36.74,60.30,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /oct.js-350,1,33,33,33,0.00,0.000%,30.30303,470.94,11.57,15914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /oct.js-349,1,23,23,23,0.00,0.000%,43.47826,675.70,16.60,15914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /nr-spa-1216.min.js-351,1,60,60,60,0.00,0.000%,16.66667,308.22,6.54,18937.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-353,1,91,91,91,0.00,0.000%,10.98901,7.28,5.48,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oeb20&_p=407498043&_gaz=1&cid=408799580.1667825749&ul=pt-br&sr=1680x1050&_s=1&uid=&sid=1667824859&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dmiddle&dr=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&dt=&en=page_view-352,1,85,85,85,0.00,0.000%,11.76471,6.32,11.02,550.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-354,1,230,230,230,0.00,0.000%,4.34783,2.63,4.00,620.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=45867&ck=1&ref=https://www.netshoes.com.br/recommendations-355,1,190,190,190,0.00,0.000%,5.26316,2.09,5.59,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /g/collect?v=2&tid=G-BWE3Z3GKD7&gtm=2oeb20&_p=407498043&cid=408799580.1667825749&ul=pt-br&sr=1680x1050&_s=2&uid=&sid=1667824859&sct=1&seg=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Frecommendations%3Fname%3Dproduct%26source%3Ddesktop%26uuid%3Dd503e0e9-f3d4-4ad4-a16e-ec8eb6c97bbf%26productId%3DQEJ-0100-006%26position%3Dmiddle&dr=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&dt=&en=scroll&epn.percent_scrolled=90-356,1,75,75,75,0.00,0.000%,13.33333,7.16,12.67,550.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=958391474&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MEwZTDVUPU1dSUhcLDA8Q&rst=55336&ck=1&ref=https://www.netshoes.com.br/recommendations-357,1,200,200,200,0.00,0.000%,5.00000,1.99,3.17,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /jserrors/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=417070&ck=1&ref=https://www.netshoes.com.br/busca-358,1,185,185,185,0.00,0.000%,5.40541,2.15,6.31,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /events/1/32cd0417b6?a=853720371&v=1216.487a282&to=ZAYANxMCXhFZAUJQWV1MJxsREVURSwhFFnF2N01MAxZDAVlNDEgJ&rst=419092&ck=1&ref=https://www.netshoes.com.br/busca-359,1,200,200,200,0.00,0.000%,5.00000,1.99,3.68,407.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-360,1,166,166,166,0.00,0.000%,6.02410,3.51,5.79,597.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-361,1,138,138,138,0.00,0.000%,7.24638,4.22,6.98,597.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-363,1,151,151,151,0.00,0.000%,6.62252,3.73,6.25,577.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /i/adsct-362,1,145,145,145,0.00,0.000%,6.89655,3.89,6.53,577.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /metadata-364,1,106,106,106,0.00,0.000%,9.43396,18.31,26.87,1987.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-365,1,184,184,184,0.00,0.000%,5.43478,3.32,4.99,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-366,1,179,179,179,0.00,0.000%,5.58659,3.36,5.17,615.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /1/32cd0417b6-367,1,191,191,191,0.00,0.000%,5.23560,3.20,5.04,625.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/postmediator-368,1,69,69,69,0.00,0.000%,14.49275,17.52,7.36,1238.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/page/view-371,1,136,136,136,0.00,0.000%,7.35294,6.49,13.79,904.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /get.php-370,1,151,151,151,0.00,0.000%,6.62252,3.36,2.80,519.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/product/viewAndSave-372,1,148,148,148,0.00,0.000%,6.75676,5.24,26.62,794.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/recommend/all-369,1,534,534,534,0.00,0.000%,1.87266,50.59,3.28,27662.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frame-image-br/bg.png-374,1,107,107,107,0.00,0.000%,9.34579,4.71,4.91,516.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-373,1,204,204,204,0.00,0.000%,4.90196,3.91,2.07,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frame-image-br/bg.png-375,1,36,36,36,0.00,0.000%,27.77778,14.00,13.83,516.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /aperture/aperture.js-376,1,79,79,79,0.00,0.000%,12.65823,171.37,4.94,13863.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-378,1,103,103,103,0.00,0.000%,9.70874,10.91,4.10,1151.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /adsid/integrator.js-377,1,71,71,71,0.00,0.000%,14.08451,14.18,5.90,1031.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /__utm.gif-380,1,23,23,23,0.00,0.000%,43.47826,25.56,44.07,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=424933930&t=event&ni=1&_s=2&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&ul=pt-br&de=UTF-8&dt=Bota%20Coturno%20Feminina%20Cadar%C3%A7o%20Z%C3%ADper%20Conforto%20Casual%20-%20Preto%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1680x925&je=0&ec=microconversao&ea=inicio&el=product&ev=0&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826241637&_u=SCECAAILSAAAACAMI~&jid=902992916&gjid=307866169&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_r=1&z=968659913-381,1,108,108,108,0.00,0.000%,9.25926,5.63,10.29,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /collect-382,1,22,22,22,0.00,0.000%,45.45455,26.72,73.55,602.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?v=1&_v=j98&a=424933930&t=event&ni=1&cu=BRL&_s=1&dl=https%3A%2F%2Fwww.netshoes.com.br%2Fbota-coturno-feminina-cadarco-ziper-conforto-casual-preto-QEJ-0100-006&ul=pt-br&de=UTF-8&dt=Bota%20Coturno%20Feminina%20Cadar%C3%A7o%20Z%C3%ADper%20Conforto%20Casual%20-%20Preto%20%7C%20Netshoes&sd=24-bit&sr=1680x1050&vp=1663x925&je=0&ec=Enhanced_Ecommerce&ea=Detail_PDP&el=QEJ-0100&_utma=25886882.408799580.1667825749.1667825754.1667825754.1&_utmz=25886882.1667825754.1.1.utmcsr%3D(direct)%7Cutmccn%3D(direct)%7Cutmcmd%3D(none)&_utmht=1667826241712&_u=SCECAAILSAAAACAMI~&jid=556807525&gjid=1212262022&cid=408799580.1667825749&tid=UA-1776034-5&_gid=2117361916.1667825749&_r=1&gtm=2wgb20TKR935S&pa=detail&pr1id=QEJ-0100&pr1nm=Bota%20Coturno%20Feminina%20Cadar%C3%A7o%20Z%C3%ADper%20Conforto%20Casual&pr1pr=79.90&pr1ca=Casual&pr1br=Form%26%2339%3Bs&pr1cd24=QEJ-0100-006&pr1cd8=A%20L%20Shoes&pr1va=Preto&pr1cd25=QEJ-0100-006-33&pr1cd27=15&pr1cd28=&pr1cd30=33%2C34%2C35%2C36%2C37%2C38%2C39%2C40&pr1cd31=&pr1cd32=4&pr1cd34=63%25&pr1cd72=info_nao_disponivel&pr1cd80=info_nao_disponivel&pr1cd108=sem_cupom&pr1cd109=sem_cupom&z=1530244927-383,1,64,64,64,0.00,0.000%,15.62500,9.51,24.31,623.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /box/CheckActiveAccount-379,1,162,162,162,0.00,0.000%,6.17284,2.64,2.65,438.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /action/0-385,1,142,142,142,0.00,0.000%,7.04225,5.61,6.43,816.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /getconfig/sodar-386,1,99,99,99,0.00,0.000%,10.10101,116.76,4.70,11837.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/calca-jogging-cintura-alta-verde-ref:-502cf001543-10001-easy-lanca-perfume/60/E93-0417-060/E93-0417-060_detalhe1.jpg-388,1,21,21,21,0.00,0.000%,47.61905,159.64,25.86,3433.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-cadarco-ziper-conforto-casual/06/QEJ-0100-006/QEJ-0100-006_detalhe1.jpg-387,1,17,17,17,0.00,0.000%,58.82353,399.01,30.62,6946.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/v0.0.113/src/images/sprite-fbt-new.gif-389,1,65,65,65,0.00,0.000%,15.38462,11.82,7.02,787.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/E93-0417-060-393,1,29,29,29,0.00,0.000%,34.48276,62.77,16.97,1864.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/NTT-2828-018-390,1,18,18,18,0.00,0.000%,55.55556,113.61,27.34,2094.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/W71-0208-352-391,1,15,15,15,0.00,0.000%,66.66667,106.97,32.81,1643.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/v0.0.113/src/images/checked-bg.gif-394,1,29,29,29,0.00,0.000%,34.48276,16.50,15.59,490.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/QZF-7114-006-392,1,15,15,15,0.00,0.000%,66.66667,122.72,32.81,1885.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/oculos-ray-flector-1080-feminino/52/W71-0208-352/W71-0208-352_detalhe1.jpg-396,1,16,16,16,0.00,0.000%,62.50000,237.73,31.37,3895.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/LSS-0419-060-395,1,17,17,17,0.00,0.000%,58.82353,90.71,28.95,1579.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/QEJ-0100-006-397,1,15,15,15,0.00,0.000%,66.66667,132.03,32.81,2028.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/2WX-0000-018-398,1,17,17,17,0.00,0.000%,58.82353,99.55,28.95,1733.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/NDF-0043-C78-399,1,20,20,20,0.00,0.000%,50.00000,93.90,24.61,1923.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/J08-1715-138-400,1,18,18,18,0.00,0.000%,55.55556,93.48,27.34,1723.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-casual-flatform-macio-leve-plataforma-forms-feminina/06/QEJ-0032-006/QEJ-0032-006_detalhe1.jpg-401,1,15,15,15,0.00,0.000%,66.66667,475.26,35.61,7300.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-forms-coturno-solado-tratorado-blogueira-feminina/06/MKH-0018-006/MKH-0018-006_detalhe1.jpg-403,1,16,16,16,0.00,0.000%,62.50000,591.67,32.71,9694.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/NTM-0003-012-402,1,15,15,15,0.00,0.000%,66.66667,102.28,32.81,1571.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/E63-0596-888-404,1,49,49,49,0.00,0.000%,20.40816,36.21,10.04,1817.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-lumiss-tratorado-confort-sintetico-feminino/06/PNI-0009-006/PNI-0009-006_detalhe1.jpg-405,1,25,25,25,0.00,0.000%,40.00000,237.34,20.82,6076.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/GO4-0023-325-406,1,16,16,16,0.00,0.000%,62.50000,106.51,30.76,1745.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /gampad/ads-384,1,1250,1250,1250,0.00,0.000%,.80000,27.90,1.43,35711.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-tratorado-cano-medio-cadarco-conforto/06/0CX-0132-006/0CX-0132-006_detalhe1.jpg-408,1,17,17,17,0.00,0.000%,58.82353,349.03,31.08,6076.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminino-tratorada-fosco/06/C9N-0004-006/C9N-0004-006_detalhe1.jpg-409,1,25,25,25,0.00,0.000%,40.00000,307.11,20.27,7862.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/44N-0062-006-411,1,16,16,16,0.00,0.000%,62.50000,120.67,30.76,1977.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-tratorada-sapatofran-plataforma-feminina/06/HAP-0523-006/HAP-0523-006_detalhe1.jpg-412,1,15,15,15,0.00,0.000%,66.66667,562.89,34.83,8646.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-dunah-cano-curto-tratorado-confort/06/RQM-0019-006/RQM-0019-006_detalhe1.jpg-413,1,19,19,19,0.00,0.000%,52.63158,336.55,27.19,6548.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-tratorada-numero/06/1UL-0006-006/1UL-0006-006_detalhe1.jpg-414,1,25,25,25,0.00,0.000%,40.00000,236.33,19.96,6050.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/PFN-6502-006-410,1,19,19,19,0.00,0.000%,52.63158,80.13,25.90,1559.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/91U-0006-006-417,1,31,31,31,0.00,0.000%,32.25806,48.67,15.88,1545.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/GX7-0021-070-416,1,31,31,31,0.00,0.000%,32.25806,58.03,15.88,1842.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/5DO-0040-042-415,1,30,30,30,0.00,0.000%,33.33333,58.01,16.41,1782.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminino-montaria-cano-curto-trantorado/06/GCI-1073-006/GCI-1073-006_detalhe1.jpg-418,1,31,31,31,0.00,0.000%,32.25806,254.60,16.82,8082.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/postmediator-407,1,212,212,212,0.00,0.000%,4.71698,5.70,2.40,1238.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/8HJ-0029-014-419,1,21,21,21,0.00,0.000%,47.61905,72.68,23.44,1563.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminino-tratorada-ilhos-ziper-lateral-moderna/06/07R-0043-006/07R-0043-006_detalhe1.jpg-420,1,16,16,16,0.00,0.000%,62.50000,278.69,33.02,4566.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-plataforma-tratorada-blogueira-fosco/06/47X-0003-006/47X-0003-006_detalhe1.jpg-421,1,17,17,17,0.00,0.000%,58.82353,293.20,31.02,5104.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/CSB-0255-014-422,1,17,17,17,0.00,0.000%,58.82353,90.94,28.95,1583.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-feminino-tratorado-blogueira-em-couro-dmdamando/06/REN-0239-006/REN-0239-006_detalhe1.jpg-423,1,17,17,17,0.00,0.000%,58.82353,417.51,30.85,7268.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-lumiss-tratorado-confort-sintetico-feminino/05/PNI-0009-205/PNI-0009-205_detalhe1.jpg-424,1,15,15,15,0.00,0.000%,66.66667,398.05,34.70,6114.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-feminina-coturno-cano-medio-retta-oficial/06/7FC-0007-006/7FC-0007-006_detalhe1.jpg-425,1,16,16,16,0.00,0.000%,62.50000,301.88,32.23,4946.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/M52-0233-138-426,1,20,20,20,0.00,0.000%,50.00000,107.91,24.61,2210.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/coturno-feminino-donatella-shoes-confort-corrente/06/3LR-0008-006/3LR-0008-006_detalhe1.jpg-428,1,31,31,31,0.00,0.000%,32.25806,271.36,16.73,8614.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmprcs/MIB-0233-006-427,1,15,15,15,0.00,0.000%,66.66667,102.08,32.81,1568.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /produtos/bota-coturno-feminina-tratorada-com-bag-bolsinha-/06/7YK-0000-006/7YK-0000-006_detalhe1.jpg-432,1,15,15,15,0.00,0.000%,66.66667,501.30,34.57,7700.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /oct.js-431,1,30,30,30,0.00,0.000%,33.33333,518.03,12.73,15914.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=408799580.1667825749&jid=902992916&gjid=307866169&_gid=2117361916.1667825749&_u=SCECAAILSAAAACAMI~&z=1977272667-429,1,86,86,86,0.00,0.000%,11.62791,7.97,7.20,702.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /j/collect?t=dc&aip=1&_r=3&v=1&_v=j98&tid=UA-1776034-5&cid=408799580.1667825749&jid=556807525&gjid=1212262022&_gid=2117361916.1667825749&_u=SCECAAILSAAAACAMI~&z=1957912978-430,1,73,73,73,0.00,0.000%,13.69863,9.39,8.49,702.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /frdmcpgn-433,1,137,137,137,0.00,0.000%,7.29927,12.76,6.27,1790.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /pcs/view-434,1,75,75,75,0.00,0.000%,13.33333,14.04,13.27,1078.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/v0.0.113/src/fonts/netshoesdisplay-bold.woff-435,1,38,38,38,0.00,0.000%,26.31579,684.54,13.83,26637.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /static/netshoes-br/v0.0.113/src/fonts/opensansbold.woff-442,1,16,16,16,0.00,0.000%,62.50000,1591.13,32.35,26069.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /tr/-443,1,19,19,19,0.00,0.000%,52.63158,18.35,39.47,357.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-441,1,104,104,104,0.00,0.000%,9.61538,6.37,5.08,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-437,1,113,113,113,0.00,0.000%,8.84956,5.86,4.70,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /ads/ga-audiences-438,1,70,70,70,0.00,0.000%,14.28571,9.46,7.55,678.0
Cenario de testes 2 - Usuario Buscador:${ Servidor } : /v5/viewRecommendations-436,1,174,174,174,0.00,0.000%,5.74713,3.77,15.47,672.0
